// Reference=MNI
// Rae, 2014: Stop > Go, Activations (b)
// Subjects=17
-54	-34	-11
48	14	49
42	14	55
42	5	58
27	59	25
-39	47	4
-39	59	4
-39	50	-11
-54	32	-8
-51	26	34
-54	14	40
-45	35	31
-33	2	37
-42	-1	61
-48	5	55
36	23	-5
45	23	-8
51	47	-2
-33	20	1
-3	32	43
3	26	49
-6	17	49
9	29	40
-9	5	7
9	5	4
12	8	7
-21	-73	-29
-9	-79	-29


// Reference=MNI
// Alam, 2018: NoGo > Go, Activations (c)
// Subjects=27
50	-76	0
42	-54	-24
52	-50	8
54	-56	4
48	-60	6
42	-64	-20
-40	-64	-20
-42	-48	-26
-50	-80	2
-42	-82	-2
-36	-76	-14

// Reference=MNI
// Jahfari, 2015: Stop > Go, Activations
// Subjects=23
52	18	-4
-48	18	-6
2	30	30
62	-38	8
-42	-20	-2
// Reference=MNI
// Alam, 2018: NoGo > Go, Activations (b)
// Subjects=27
52	14	36
48	34	26
32	0	58
42	4	46
36	54	18
58	10	18
46	-42	50
40	-58	50
52	-36	50
62	-26	40
36	-40	42
34	-56	58
52	-62	-8
58	-60	-2
52	-42	-20
42	-52	-18
52	-34	-22
50	-50	-20
-36	-44	46
-40	-44	50
-32	-56	56
-26	-68	52
-22	-66	56
-14	-70	58
32	22	-8
40	20	-10
30	16	-4
48	20	-4
-44	-72	-6
-50	-68	-6
-52	-70	-12
6	2	48
-2	0	52
-2	2	48
-4	-4	60
// Reference=MNI
// Alam, 2018: NoGo > Go, Activations (d)
// Subjects=27
64	-42	32
52	-42	50
56	-44	34
56	-42	30
64	-38	24
52	-46	26
32	-4	48
26	2	60
40	-4	50
46	0	46
28	-10	62
44	8	38
24	12	-4
14	12	-16
38	16	-10
34	18	-2
20	14	-14
20	12	4
30	-76	40
30	-68	36
// Reference=MNI
// Sebastian, 2013b: Stop > Go, Activations
// Subjects=24
30	18	-12	
45	27	-6
54	15	3
36	54	0
36	51	-12
-39	15	-6
39	24	48
51	6	45
18	60	21
-51	-54	48
-57	-45	27
-57	-60	9
-57	-60	-6
-45	-72	-3
-42	-57	-12
30	-54	-15
48	-57	-12
63	-42	3
60	-48	21
48	-42	42
-12	6	15
30	15	-3
// Reference=MNI
// Tabu, 2012: Stop > Go, Activations (a)
// Subjects=13
40	18	4
42	24	-8
40	6	42
52	14	28
50	16	18
-38	16	8
-32	26	4
-48	14	28
62	-40	28
-44	48	-4
48	36	20
50	-34	54
62	-40	28
-60	-52	42

// Reference=MNI
// Boehler, 2014: Stop > Go, Activations
// Subjects=16
-39	-67	-11
-42	-76	1
45	-76	-2
42	-58	-8
33	-55	46
-24	-88	-11
36	-43	-20
-27	-55	46
27	-85	-8
33	-70	28
-30	17	4
45	5	40
30	20	7
6	14	49
15	8	64
39	29	37
-30	-4	46
30	41	34
33	2	55
18	8	7
-24	50	-14
-39	53	-8
-30	62	1
// Reference=MNI
// vanEijk, 2015: NoGo > Go, Activations (b)
// Subjects=25
52	36	22
-32	24	4
-42	10	30
-44	-64	-12
50	2	-16
-10	-76	-34
// Reference=MNI
// Fujimoto, 2020: Stop > Go, Activations
// Subjects=20
-8	-32	68
-18	-32	58
-24	2	50
-22	-10	54
-20	4	60
-52	-36	48
-52	-24	52
-44	-34	20
-34	2	-20
-34	-12	14
-36	12	-2
-18	-52	66
-10	-58	58
-34	-84	32
-34	-64	44
-28	-54	50
-30	-90	10
-60	-54	0
-42	-66	16
-40	-52	-16
-50	-42	-22
-40	-32	-22
-42	-18	-22
-2	-82	0
6	20	34
8	-4	66
44	-2	50
22	14	58
18	2	68
56	-44	10
62	-32	38
48	-20	-6
50	-38	10
62	-32	20
54	6	2
38	10	0
30	28	-2
32	24	10
24	-66	50
32	-90	-2
46	-72	0
46	-62	-4
46	-60	4
56	-56	8
44	2	36
34	10	30
46	10	20
32	-64	-16
44	-38	-22
46	-52	-10
44	-68	-14
32	44	22
26	42	28
36	30	36


// Reference=MNI
// Rae, 2014: Stop > Go, Activations (a)
// Subjects=17
54	42	8
-50	36	2
-54	34	-2
48	34	0
-48	32	2
-54	32	2
-50	30	0
50	28	2
58	26	18
-54	24	12
56	24	16
-50	22	2
-32	22	-14
32	22	-8
-30	20	-12
54	10	-12
52	6	-12
-60	4	-10
-52	2	-10
-40	0	-14
-42	-2	-12
52	-12	0
50	-16	2
52	-16	-2
66	-20	6
60	-20	4
-54	-28	4
-58	-30	6
-58	-36	8
60	-46	12
66	-46	26
-62	-48	20
26	-50	-6
-26	-52	-8
-62	-54	16
26	-56	-2
-24	-56	-6
-48	-58	14
-24	-62	-6
22	-70	-6
-20	-72	-8
-20	-76	-10
-10	-80	28
16	-80	34
14	-80	44
14	-80	40
-18	-80	-10
2	-82	24
4	-82	30
-8	-84	30
-2	-84	22
8	-84	28
-12	-90	28
-10	-90	16
	

// Reference=MNI
// Boehler, 2010: Stop > Go, Activations
// Subjects=15
38	14	-2
42	30	2
48	14	32
36	2	56
48	6	48
-44	22	6
-38	22	20
38	38	30
-28	2	58
0	20	48
12	18	50
-34	38	34
6	26	22
-50	4	42
-40	2	36
40	-60	16
60	-42	26
50	-36	44
48	-26	-6
-52	-38	50
-62	-40	28
-44	-86	4
-40	-62	-8
-60	-66	10
-28	-74	20
4	-16	-2
0	-28	-6
-6	-10	-4
-12	14	2
14	20	6

// Reference=MNI
// Sebastian, 2013a: Stop > Go, Activations
// Subjects=49
48	-42	42
63	-45	3
-51	-54	48
-36	15	-6
36	15	-3
42	-81	12
45	-51	-12
30	-48	-15
42	45	15
45	39	-3
45	6	54
39	24	48
39	18	51
-48	-45	39
33	15	57
18	60	18
// Reference=MNI
// vanEijk, 2015: NoGo > Go, Activations (a)
// Subjects=18
6	0	66
-48	-3	51
42	-87	3
-42	-75	0
24	15	-9
// Reference=MNI
// Sebastian, 2014: Stop > Go, Activations
// Subjects=24
48	-57	-12
48	-42	-42
30	-54	-15
54	-42	6
51	-45	12
45	-60	45
30	-69	51
33	-66	42
30	21	-9
36	54	0
45	27	-6
51	27	3
54	21	12
15	60	21
0	36	15
6	42	42
0	30	39
6	36	27
36	24	45
51	6	45
-57	-60	9
-39	-54	-12
-45	-72	-3
-39	12	-6
36	-87	6
42	-78	12
-51	-54	48
30	15	3

// Reference=MNI
// Osada, 2019: Stop > Go, Activations
// Subjects=14
46	8	26
8	14	58
36	-56	48
56	-36	20
// Reference=MNI
// Rae, 2015: Stop > Go, Activations
// Subjects=16
58	-34	14
60	-30	12
-50	-30	4
68	-20	10
60	-20	4
50	-10	2
-44	-26	6
-64	-22	4
-56	-38	10
-44	-36	10
-64	-30	8
-48	-16	2
-58	-46	16
-48	-38	12
-68	-34	10
50	-20	-2
-62	-50	30
52	22	14
-32	30	2
-42	18	6
46	16	24
-40	26	0
34	-50	-12
-34	-50	-14
-34	-54	-12
32	-64	-10
-38	-54	-14
30	-56	-10
-34	-60	-12
30	28	4
38	26	2
-30	18	-8
48	14	26
10	20	50
16	12	60
-8	18	54
-6	22	50
10	14	70
-34	-70	-8
-38	-74	-8
-32	-82	-8
26	-54	6
4	-36	-8
-42	0	44
-38	-2	38
-16	10	68
-12	14	54
-14	12	58
18	-42	-8
36	-88	6
36	-84	14
30	-90	5
-24	-64	8
-14	-72	12
16	-72	42
-2	-12	-4
8	-24	-2
-14	-74	36
20	-62	38
-18	-78	26
-16	-80	30
-8	22	42
44	-60	-12

// Reference=MNI
// Sebastian, 2015: Stop > Go, Activations
// Subjects=28
42	20	-5
-33	20	-5
-45	47	4
15	2	67
6	26	40
0	-22	31
63	-37	37
-63	-43	40
63	-31	-11
12	8	1
-12	8	1
9	-13	-2
-6	-13	-2

// Reference=MNI
// Morein-Zamir, 2016: Stop > Go, Activations
// Subjects=32
36	20	-8
46	10	36
50	16	8
50	-44	16
34	-50	46
60	-44	6
-32	-92	10
-38	-88	6
-28	-74	-12
-36	20	-4
-44	4	30
-42	0	40
-14	-76	-38
4	-22	-2
8	-10	2
-36	54	20
-50	-32	-6
2	-22	28
46	-2	-20
-46	42	22
-26	44	-14
16	12	-10
-36	38	2
-10	-22	-24
8	-20	-8

// Reference=MNI
// Tabu, 2011: Stop > Go, Activations
// Subjects=13
54	14	10
36	16	4
44	32	36
-30	20	-4	
-38	12	6
-4	22	52
// Reference=MNI
// Kampa, 2019: Stop > Go, Activations (a)
// Subjects=47
32	20	-8
34	22	4
32	-90	4
34	-58	-12
36	-84	-8
46	-56	-12
34	-80	-10
32	-46	-16
38	-66	-10
24	-86	-10
36	-70	-12
20	-98	6
58	-42	34
54	-44	28
54	-44	16
62	-42	24
-30	20	-8
-30	20	8
-28	-90	6
-30	-74	-10
-30	-88	-4
-36	-88	-4
-30	-82	-12
44	8	30
46	4	44
44	2	46
48	-26	-6
6	16	50
14	10	60
8	12	58
4	-30	-4
-32	-54	-14
-8	4	2
12	8	2
6	34	18
32	-48	46
-62	-50	34
-64	-46	30
30	-64	32
50	16	24
20	-36	2
-60	-42	44
8	24	32
-40	-60	-8
52	18	18
-50	-50	14
// Reference=MNI
// Sebastian, 2013a: NoGo > Go, Activations
// Subjects=49
48	-72	0
6	0	63
-42	-6	48
-48	-75	3
-30	-78	6
69	-30	18
54	6	42
48	-27	-3
-24	9	6
36	39	27
24	6	6
-24	-3	51
-54	3	0
33	-63	54
21	21	3

// Reference=MNI
// Tabu, 2012: Stop > Go, Activations (b)
// Subjects=13
32	20	6
40	24	-2
44	14	14
30	2	54
42	4	32
-30	20	-6
-34	18	2
-48	16	14
-36	4	36
2	22	50
-42	38	36
-40	-2	54
44	50	22
56	-36	52
-56	-46	28

